Basketball Players New2 - Person → Positionnew,Basketball Players New2 - Person → Height Ft In,Player Eligibility 2024 - Name → Eligibility Year,Basketball Conferences Tiers - Conference → Conference Name,Basketball Conferences Tiers - Conference → Conf Tier,Overall Dataset - Person → Pts/100 Poss,Dataset for conditionals - Person → 3fg% Conditional,Overall Dataset - Person → Reb/100 Poss,Overall Dataset - Person → Blk/40,Dataset for conditionals - Person → Blk/40 Conditional,Dataset for conditionals - Person → A:to Conditional,Dataset for conditionals - Person → 3fg/fga,Tv Name,Name,Dataset for conditionals - Person → Rebs/100 Conditional,Dataset for conditionals - Person → 3fga/fga Conditional,Dataset for conditionals - Person → Ft% Conditional,Dataset for conditionals - Person → Pts/100 Conditional,Basketball Teams - Team → Team Name,Assists Turnover Ratio,Three Pointers Percentage,Free Throws Percentage
4 | 5,"6' 09""",3.0,Big 12,High,21.41786232715065,,15.430072859345096,1.906880645901155,1,,0.030303030303030304,,Atiki Ally Atiki,0,0,0,0,BYU,0.35,0.0,0.458333
1 | 2,"6' 04""",3.0,Ivy League,Low,35.6742424691827,1,5.096320352740387,1.2231168846576927,,1,0.9166666666666666,,Max Watson,,1,1,1,Cornell,3.0,0.545455,0.75
2 | 3,"6' 05""",3.0,AAC,Mid,30.035297106636456,0,8.812312109526587,0.6491736587351253,,1,0.3047091412742382,,Zhuric Phelps,0,0,1,0,SMU,1.262295,0.227273,0.740157
2 | 3,"6' 05""",4.5,MVC,Mid,7.802252328505098,1,9.81573680037738,0.0,,1,0.9215686274509803,,Raphe Ayres,0,1,1,0,Missouri St.,1.333333,0.361702,0.875
1 | 2,"6' 03""",5.0,ASUN,Low,28.34166210536013,0,11.294045801384112,0.9234125497987009,,1,0.0379746835443038,,Demarcus Sharp,,0,1,0,Austin Peay,2.16,0.066667,0.702703
1 | 2,"6' 04""",2.0,SWAC,Other,20.901974609514095,0,8.542546144757935,0.12177672163803864,,0,0.46601941747572817,,Kendal Parker,,1,0,0,Alabama St.,0.65,0.3125,0.666667
4 | 5,"6' 11""",3.0,AAC,Mid,13.30146902581149,,17.291909733554938,2.713499681265544,1,,0.0,,Mo Njie,0,0,0,0,SMU,2.0,0.0,0.0
1 | 2,"6' 03""",1.0,Horizon,Low,,1,,0.2346316276553507,,0,0.5,,Randall Pettus II,,1,1,,Northern Ky.,0.962963,0.372093,0.862069
4 | 5,"6' 10""",4.5,Atlantic 10,Mid,34.32523213405125,,11.973918186296947,2.868418623295135,1,,0.01048951048951049,,Chad Venning,0,0,1,1,St. Bonaventure,0.288136,0.0,0.718182
1 | 2,"6' 02""",2.0,SWAC,Other,29.550995357084005,0,12.729659538436184,0.9274466235146364,,0,0.3458646616541353,,Zytarious Mortle,,0,0,0,Texas Southern,0.64,0.304348,0.631579
1 | 2,"6' 04""",2.0,Atlantic 10,Mid,15.625309268816615,0,8.12516081978464,0.1375027215655862,,0,0.5373134328358209,,Achile Spadone,,1,1,0,Davidson,1.142857,0.333333,0.7
4 | 5,"6' 09""",3.0,ASUN,Low,16.795885483438035,,17.375053948384174,1.482671270262116,1,,0.0,,Josiah Shackleford,1,0,0,0,FGCU,1.666667,0.0,0.625
4 | 5,"6' 09""",4.5,Ivy League,Low,26.020012836731233,,9.616091700531108,0.40726976614014104,0,,0.38922155688622756,,Sean Hansen,0,0,0,0,Cornell,1.645161,0.369231,0.615385
1,"6' 00""",1.0,Big West,Low,13.304538130624454,0,4.031678221401349,0.0,,0,0.6206896551724138,,Connor Sevilla,,1,1,0,UC Davis,0.6,0.166667,1.0
1 | 2,"6' 03""",3.0,SWAC,Other,20.05357600742439,0,8.594389717467596,0.34898430973959327,,0,0.18235294117647058,,Sean Smith,,0,1,0,Alabama St.,1.451613,0.258065,0.709677
2 | 3,"6' 06""",5.0,MEAC,Other,13.378281930537497,0,10.995848162085613,0.8466803084805922,,1,0.8904109589041096,,Tyrese Jenkins,0,1,0,0,Norfolk St.,3.5,0.323077,0.0
2 | 3,"6' 05""",4.5,MVC,Mid,17.333178648831847,1,9.573136324877842,0.5149186962623687,,1,0.5266272189349113,,Jayce Willingham,0,1,1,0,Belmont,1.666667,0.404494,0.772727
4 | 5,"6' 09""",4.5,Big Ten,High,8.5851186352422,,14.594701679911738,2.5068546414907225,1,,0.0,,Even Brauns,1,0,0,0,Iowa,0.4,0.0,0.0
2 | 3,"6' 05""",3.0,MEAC,Other,16.796837953918562,0,11.88069026008874,1.4543603594246561,,0,0.3114754098360656,,Kiran Oliver,0,0,0,0,Morgan St.,0.8,0.157895,0.678571
3 | 4,"6' 08""",5.0,WCC,Mid,30.203860005985046,0,13.018905174993554,1.2576262399043774,1,0,0.15853658536585366,,Alimamy Koroma,1,0,1,1,Portland,0.444444,0.307692,0.740741
1,"6' 00""",3.0,Big West,Low,12.25040839913848,1,8.166938932758988,0.44918164130174437,,0,0.6071428571428571,,Hayden Jory,,1,1,0,Cal Poly,0.428571,0.411765,0.875
2 | 3,"6' 06""",4.5,Big East,High,30.391859488412315,0,13.03572404527489,0.6882862295905142,,1,0.12166172106824925,,Kadary Richmond,1,0,1,1,Seton Hall,1.55,0.219512,0.788618
1 | 2,"6' 02""",4.5,Big Ten,High,0.0,0,0.0,0.0,,0,,,Zach Hayn,,,0,0,Rutgers,0.0,0.0,0.0
4 | 5,"6' 09""",2.0,Big Ten,High,14.968714362201785,,13.433461607104167,0.26099296836659525,0,,0.08333333333333333,,Antwone Woolfolk,1,0,0,1,Rutgers,0.578947,0.2,0.5
4 | 5,"6' 09""",5.0,Big 12,High,20.428582897670346,,14.73215112812765,2.439644226817939,1,,0.0,,Hason Ward,1,0,0,1,Iowa St.,1.333333,0.0,0.5
1 | 2,"6' 02""",2.0,MAC,Mid,19.145085302516176,0,5.387561693170381,0.0,,0,0.061452513966480445,,Orlando Lovejoy,,0,0,0,Eastern Mich.,1.204545,0.181818,0.625
4 | 5,"6' 09""",5.0,SoCon,Other,31.437546426184802,,9.152703389901903,0.26662222918409895,0,,0.545045045045045,,Jan Zidek,0,0,1,0,Chattanooga,1.0,0.355372,0.802469
2 | 3,"6' 05""",1.0,WCC,Mid,15.508109769390465,0,8.4128961494079,0.5432906429015222,,1,0.330188679245283,,Nils Cooper,1,0,0,0,Pepperdine,2.454545,0.228571,0.691176
1 | 2,"6' 04""",4.5,WAC,Mid,17.80353276390811,1,6.928071573285509,0.4189066532684261,,0,0.5454545454545454,,Brantly Stevenson,,1,1,0,California Baptist,1.085714,0.359649,0.8
2 | 3,"6' 06""",1.0,Pac-12,High,15.031502270884205,1,4.659765703974104,0.1022142154420126,,1,0.6097560975609756,,Rodney Brown Jr.,0,1,1,1,California,1.277778,0.4,0.857143
1 | 2,"6' 03""",1.0,Southland,Other,29.285776728735023,1,6.337966605472506,0.0,,0,0.8518518518518519,,Kam Burton,,1,1,0,Southeastern La.,0.8,0.391304,0.8
2 | 3,"6' 05""",3.0,SWAC,Other,15.152702924639689,1,12.893914911028805,0.7566939845596465,,0,0.45806451612903226,,Micah Octave,0,1,0,0,Alabama St.,0.733333,0.338028,0.535714
4 | 5,"7' 00""",2.0,MAC,Mid,12.250320810388029,,11.169410150647906,0.35670051771423966,0,,0.0,,Cyril Martynov,0,0,0,0,Eastern Mich.,0.26087,0.0,0.518519
2 | 3,"6' 05""",2.0,MVC,Mid,12.275353710365616,1,9.77981476924733,0.0,,1,0.49044585987261147,,Isaiah Walker,1,1,0,0,Belmont,1.931034,0.337662,0.588235
3 | 4,"6' 07""",3.0,MAAC,Low,19.69237205964358,0,9.612864085987152,0.9659528474754079,0,0,0.5170454545454546,,TJ Gadsden,0,1,1,0,Canisius,0.595745,0.285714,0.773585
4 | 5,"6' 10""",2.0,Pac-12,High,12.710886476416304,,9.365916351043593,2.274579685253444,1,,0.391304347826087,,Gus Larson,0,0,1,0,California,0.5,0.444444,0.666667
3 | 4,"6' 07""",4.5,Ivy League,Low,13.74265279196601,0,13.74265279196601,0.0,0,1,0.2727272727272727,,Evan Williams,1,0,0,0,Cornell,3.0,0.0,0.5
3 | 4,"6' 08""",3.0,Ivy League,Low,24.229501724028392,0,12.114750862014196,3.4890482482600884,1,0,0.4666666666666667,,Chris Cain,0,1,1,0,Cornell,0.75,0.214286,0.75
1 | 2,"6' 04""",2.0,WAC,Mid,12.331800511082808,0,5.999254302688933,0.2166397387082115,,0,0.71875,,Chris Chiles,,1,0,0,California Baptist,0.714286,0.304348,0.571429
4 | 5,"6' 09""",4.5,Big West,Low,15.837723440784972,,15.040856852569377,2.777080059931352,1,,0.1,,Niko Rocak,0,0,0,0,UC Davis,0.638889,0.272727,0.507937
1,"5' 10""",4.5,Southland,Other,15.160131386273784,0,3.1097705407741096,0.8279764064811067,,0,0.5588235294117647,,Kaleb Jenkins,,1,0,0,New Orleans,1.0,0.315789,0.647059
3 | 4,"6' 07""",2.0,Southland,Other,19.150857980836285,1,9.31663361229873,2.2049366215773665,1,1,0.08571428571428572,,Omarion Henry,0,0,1,0,New Orleans,1.166667,0.333333,0.666667
2 | 3,"6' 05""",3.0,CUSA,Mid,17.22203274842797,0,4.800832137836116,0.4800832137836115,,1,0.417910447761194,,Corey Camper Jr.,0,1,1,0,UTEP,1.0,0.285714,0.727273
3 | 4,"6' 07""",1.0,CUSA,Mid,17.318540146424596,1,14.844462982649652,0.5278031282719877,0,1,0.6060606060606061,,Ben Southerland,1,1,0,1,Liberty,1.8,0.35,0.333333
1 | 2,"6' 04""",1.0,MAAC,Low,11.403060096751744,0,15.031306491172757,0.3680078485769882,,0,0.6296296296296297,,Khaden Bennett,,1,0,0,Quinnipiac,0.166667,0.058824,0.5625
1 | 2,"6' 04""",5.0,MVC,Mid,24.237346504730297,0,9.943526771171404,0.4937237250963579,,0,0.4146341463414634,,Rob Perry,,1,1,0,Murray St.,1.487805,0.301471,0.709677
1 | 2,"6' 02""",3.0,MVC,Mid,31.353800093230394,0,6.342018655221603,0.3391911100994925,,0,0.4052757793764988,,Isaiah Stafford,,1,1,1,Valparaiso,1.459459,0.295858,0.747475
4 | 5,"6' 10""",5.0,Patriot,Low,,,,0.6687184143205489,0,,0.0058823529411764705,,Golden Dike,,0,0,,Loyola Maryland,1.604651,0.0,0.324074
3 | 4,"6' 08""",5.0,Big Ten,High,23.756896288254477,1,15.837930858836318,0.6556562774894604,0,0,0.4215686274509804,,Quincy Guerrier,1,1,0,1,Illinois,0.206897,0.348837,0.597826
4 | 5,"7' 01""",4.5,Big East,High,23.40055669046086,,20.057620020395024,1.6532341350143775,1,,0.0,,Andre Screen,1,0,0,1,Butler,0.5625,0.0,0.586207
3 | 4,"6' 08""",1.0,Patriot,Low,,0,,0.0,0,0,0.0,,Matt Gray,,0,0,,Loyola Maryland,0.0,0.0,0.0
3 | 4,"6' 07""",3.0,Pac-12,High,19.80457721756596,1,10.928947293974527,0.08478213658355997,0,1,0.45384615384615384,,Lazar Stefanovic,0,1,1,0,UCLA,1.34375,0.330508,0.878049
4 | 5,"6' 10""",3.0,MVC,Mid,17.67476766726869,,14.728973056057239,0.3755888129294596,0,,0.047058823529411764,,Jerome Palm,1,0,0,0,Valparaiso,0.277778,0.25,0.481481
1 | 2,"6' 02""",3.0,Atlantic 10,Mid,0.0,0,0.0,0.0,,0,1.0,,Brian Nussbaum,,1,0,0,Fordham,0.0,0.0,0.0
1 | 2,"6' 03""",4.5,Sun Belt,Mid,,1,,0.19034727853714756,,0,0.5851063829787234,,Cobie Montgomery,,1,1,,Southern Miss.,0.695652,0.354545,0.714286
1,"6' 00""",3.0,MAAC,Low,24.26552654877463,1,5.764738351366349,0.1903704292776794,,0,0.39766081871345027,,Doug Young,,0,1,0,Quinnipiac,0.775,0.352941,0.766667
1,"6' 01""",4.5,SWAC,Other,23.360306749662396,0,5.759189198670231,0.0,,0,0.38186813186813184,,Dhashon Dyson,,0,1,0,Bethune-Cookman,1.035714,0.323741,0.714286
3 | 4,"6' 07""",4.5,WCC,Mid,20.979020062105764,0,23.976022928120873,0.0,0,0,0.07692307692307693,,Colby Brooks,1,0,0,1,Gonzaga,0.5,0.0,0.571429
1,"6' 00""",1.0,Big Ten,High,16.417927001993746,0,2.7985102844307526,0.13619416717562996,,1,0.3548387096774194,,Brock Harding,,0,1,1,Iowa,3.090909,0.30303,0.777778
4 | 5,"6' 10""",4.5,Patriot,Low,,,,0.8193316761701545,0,,0.14534883720930233,,Alonso Faure,,0,0,,Loyola Maryland,0.58,0.28,0.638889
4 | 5,"6' 10""",4.5,Sun Belt,Mid,16.128370872507105,,18.04190639975371,2.8292989581431955,1,,0.0,,Lado Laku,0,0,1,0,Arkansas St.,0.142857,0.0,0.75
1 | 2,"6' 03""",2.0,Big South,Low,25.29175787598047,0,6.584836370077756,0.19754509110233268,,0,0.4844961240310077,,Justin Bailey,,1,1,0,USC Upstate,0.914286,0.312,0.752212
4 | 5,"6' 09""",1.0,Big Ten,High,11.972672650047738,,10.974949929210426,1.3768573547554896,1,,0.25,,Matar Diop,1,0,0,1,Nebraska,0.666667,0.5,0.333333
1 | 2,"6' 02""",3.0,Southland,Other,,0,,0.36406110379722467,,1,0.6,,Christian Villegas,,1,0,,A&M-Corpus Christi,6.5,0.333333,0.5
1 | 2,"6' 04""",1.0,MVC,Mid,0.0,0,0.0,0.0,,0,,,Ty Blake,,,0,0,Illinois St.,0.0,0.0,0.0
2 | 3,"6' 05""",5.0,Sun Belt,Mid,,1,,0.5654338190005957,,1,0.3869346733668342,,Austin Crowley,,0,1,,Southern Miss.,1.426471,0.331169,0.754967
1,"5' 11""",1.0,Atlantic 10,Mid,11.084195562237584,1,6.448986508938229,0.06952813579949028,,0,0.3163265306122449,,Cian Medley,,0,1,0,Saint Louis,1.55,0.354839,0.868421
4 | 5,"6' 11""",2.0,Mountain West,Mid,18.7182560063916,,12.326656394453005,1.5065913370998116,1,,0.5714285714285714,,Isaiah Cottrell,0,1,1,0,UNLV,0.235294,0.333333,0.72
2 | 3,"6' 06""",4.5,Atlantic 10,Mid,32.48598672294474,0,32.48598672294474,0.0,,0,0.0,,C.J. Napier,1,0,0,1,Dayton,0.0,0.0,0.5
1,"5' 11""",4.5,Big 12,High,24.69145058427833,0,4.950364175821082,0.08089619506829573,,0,0.7368421052631579,,Tylor Perry,,1,1,0,Kansas St.,1.722222,0.316964,0.911765
2 | 3,"6' 05""",3.0,MAAC,Low,37.728111473192094,0,14.821758078754039,0.6018532068342548,,0,0.31840796019900497,,Sean Durugordon,0,0,1,0,Siena,0.225,0.296875,0.8375
1,"6' 00""",2.0,Big Ten,High,10.920489926982873,1,9.01205479411208,0.21947004028014122,,1,0.4878048780487805,,Sam Hoiberg,,1,0,0,Nebraska,2.181818,0.35,0.694444
3 | 4,"6' 07""",4.5,OVC,Low,26.837146925664985,1,7.7529535563032175,0.6030074988235835,0,0,0.3745928338762215,,Shamar Wright,0,0,1,0,SIUE,0.717391,0.356522,0.666667
1 | 2,"6' 03""",2.0,Atlantic 10,Mid,20.440030676979795,0,5.110007669244949,0.38521596275846537,,1,0.55,,Will Richardson,,1,0,0,Fordham,1.774194,0.27972,0.657534
1,"6' 00""",2.0,ACC,High,28.762863939007143,1,5.011191091998858,0.04736605278738646,,0,0.24919093851132687,,Kevin Miller,,0,1,0,Wake Forest,1.5,0.350649,0.83871
1 | 2,"6' 02""",2.0,Big East,High,32.13229692195629,0,4.1437577478540915,0.3896586233069812,,0,0.48626373626373626,,Jayden Epps,,1,1,1,Georgetown,1.329114,0.316384,0.796748
3 | 4,"6' 08""",3.0,WAC,Mid,15.169660422932736,0,8.314140808722748,0.3106863144312185,0,0,0.2079207920792079,,Clayton Southwick,1,0,0,0,SFA,0.571429,0.142857,0.36
2 | 3,"6' 05""",1.0,WAC,Mid,13.31114007220117,0,12.370679088839129,0.2821382950086117,,1,0.36075949367088606,,Emmanuel Innocenti,1,0,1,0,Tarleton St.,1.530612,0.315789,0.8
4 | 5,"6' 09""",4.5,Mountain West,Mid,7.0168260383454,,10.5252390575181,0.0,0,,0.4,,Cade Alger,0,0,1,0,San Diego St.,0.5,0.0,1.0
2 | 3,"6' 05""",3.0,AAC,Mid,23.339924056792796,1,12.743884914445147,0.2921070250052596,,0,0.45864661654135336,,Shane Dezonie,0,1,1,0,Temple,0.666667,0.344262,0.734694
2 | 3,"6' 05""",1.0,AAC,Mid,24.585315352643935,0,9.735124871181156,0.8976115135461947,,0,0.08849557522123894,,Zion Stanford,1,0,0,1,Temple,0.612903,0.2,0.690476
3 | 4,"6' 08""",3.0,Big West,Low,61.504496208131904,0,42.580035836399006,6.434316526389184,1,0,0.0,,Konner Baroni,1,0,0,1,UC Santa Barbara,0.0,0.0,0.5
1,"5' 10""",4.5,OVC,Low,28.75180052228565,0,4.730373350710236,0.048781975179199306,,1,0.2459546925566343,,Tiger Booker,,0,1,1,Eastern Ill.,2.285714,0.289474,0.878261
2 | 3,"6' 05""",3.0,Big West,Low,19.282611365769863,1,3.1407283663943337,0.0,,1,0.6581196581196581,,Cole Anderson,0,1,1,0,UC Santa Barbara,1.272727,0.402597,0.941176
2 | 3,"6' 05""",3.0,Big West,Low,,1,,0.7176604227159834,,1,0.6581196581196581,,Cole Anderson,0,1,1,0,UC Santa Barbara,1.272727,0.402597,0.941176
3 | 4,"6' 07""",2.0,MAC,Mid,6.924668265110925,0,2.308222755036975,0.0,0,0,0.75,,Greg Spurgin,0,1,0,0,Bowling Green,0.0,0.0,0.5
2 | 3,"6' 06""",2.0,Atlantic 10,Mid,16.3428748879507,1,10.895249925300465,0.0,,0,1.0,,Atticus Schuler,1,1,0,0,Dayton,0.0,1.0,0.0
3 | 4,"6' 07""",1.0,Horizon,Low,16.21168036281421,0,8.842734743353205,0.46424357402604327,0,0,0.0,,Amari Jedkins,1,0,0,0,Green Bay,0.6,0.0,0.363636
4 | 5,"6' 10""",5.0,Sun Belt,Mid,17.748929871186125,,15.569236729110637,0.2148554668617268,0,,0.22,,Miroslav Stafl,0,0,0,0,Coastal Carolina,0.434783,0.090909,0.470588
1 | 2,"6' 02""",3.0,MAC,Mid,15.625026055818003,0,8.325743810764337,0.4448000118079577,,1,0.5967741935483871,,Shammah Scott,,1,1,0,Akron,2.307692,0.283784,0.777778
1,"6' 00""",1.0,Mountain West,Mid,26.446280991735534,1,0.0,0.0,,0,1.0,,Bennett Blackerby,,1,0,1,San Jose St.,0.0,1.0,0.0
3 | 4,"6' 07""",3.0,Mountain West,Mid,17.833807914624412,1,8.537461235724452,0.25802105067967235,0,1,0.6061946902654868,,Brendan Wenzel,0,1,1,0,Wyoming,1.138889,0.350365,0.833333
1 | 2,"6' 02""",4.5,WAC,Mid,22.06618862749829,1,5.841049930808371,0.04478138280286417,,0,0.5265306122448979,,Hunter Jack Madden,,1,1,1,Abilene Christian,1.289474,0.418605,0.807692
1 | 2,"6' 04""",1.0,AAC,Mid,19.362974643705723,0,16.305662857857453,0.0,,0,0.5625,,Joy Ighovodja,,1,1,1,Wichita St.,0.333333,0.222222,0.833333
4 | 5,"6' 10""",4.5,Southland,Other,13.160795306860393,,16.31938618050689,3.316520417328819,1,,0.0,,Valentin Catt,0,0,0,0,Lamar University,1.357143,0.0,0.5
3 | 4,"6' 08""",5.0,Big Ten,High,23.04695496262519,1,9.918039442120438,0.6029311747188324,0,0,0.5134099616858238,,Donta Scott,0,1,1,1,Maryland,0.852941,0.343284,0.797297
1 | 2,"6' 02""",3.0,MEAC,Other,24.214036420052736,1,5.562684042444547,0.08900294467911275,,0,0.6166666666666667,,Marcus Dockery,,1,1,0,Howard,0.816667,0.4,0.808511
3 | 4,"6' 07""",3.0,America East,Low,0.0,0,11.500201526297115,0.948766625919512,0,0,1.0,,Novak Perovic,1,1,0,0,Maine,0.0,0.0,0.0
1 | 2,"6' 04""",2.0,Horizon,Low,18.476991296464732,0,6.423641505411567,0.14507325197614887,,0,0.5263157894736842,,Vincent Brady II,,1,1,0,IUPUI,1.25,0.225,0.705128
1 | 2,"6' 03""",3.0,Horizon,Low,28.534703903950586,0,8.239967972263807,0.30670991896759725,,0,0.22,,Jlynn Counter,,0,1,1,IUPUI,0.951807,0.333333,0.769231
3 | 4,"6' 07""",2.0,Atlantic 10,Mid,16.855166845259287,1,12.677390447716386,0.8067430284910427,0,0,0.5757575757575758,,Romad Dean,1,1,0,0,Fordham,0.352941,0.368421,0.571429
1 | 2,"6' 03""",2.0,CAA,Low,27.063554962057662,0,8.1190664886173,0.262434472359347,,0,0.2806451612903226,,Justin Moore,,0,1,0,Drexel,1.430769,0.298851,0.75
1 | 2,"6' 03""",2.0,CAA,Low,21.067133233021355,0,6.82731169588655,0.5071717259801437,,0,0.2806451612903226,,Justin Moore,,0,1,0,Drexel,1.430769,0.298851,0.75
2 | 3,"6' 06""",5.0,Pac-12,High,17.13098965667818,1,10.85528057452875,0.5851674684706905,,0,0.5209580838323353,,DJ Rodman,,1,1,,Southern California,0.9375,0.37931,0.717391
3 | 4,"6' 07""",1.0,OVC,Low,14.418652874850306,1,3.501672841035074,0.27189459706860575,0,1,0.8035714285714286,,Rylee Samons,0,1,1,0,Tennessee Tech,1.6,0.422222,1.0
2 | 3,"6' 05""",1.0,Mountain West,Mid,28.13908656540081,0,9.37969552180027,0.23809996324569915,,0,0.07692307692307693,,Isaac Taveras,1,0,0,1,Fresno St.,0.318182,0.0,0.380952
1,"6' 01""",5.0,SoCon,Other,23.676012342820385,1,4.990830365324605,0.04138737376122844,,0,0.6816901408450704,,Tre Jackson,,1,1,0,Western Caro.,1.325,0.363636,0.805556
3 | 4,"6' 08""",1.0,Big 12,High,20.782555639865883,0,10.622195104820339,0.3186658531446102,0,0,0.08333333333333333,,Omaha Biliew,1,0,0,1,Iowa St.,0.833333,0.0,0.62963
1 | 2,"6' 04""",3.0,NEC,Low,15.38698261270965,0,7.693491306354825,0.0,,0,0.0,,Thomas Hall,,0,0,0,Merrimack,0.0,0.0,0.0
4 | 5,"6' 10""",4.5,WAC,Mid,24.09223759835631,,14.177020680621222,1.5733883687879626,1,,0.16145833333333334,,Brandton Chatfield,0,0,1,1,Seattle U,0.514286,0.258065,0.651515
3 | 4,"6' 07""",3.0,OVC,Low,,0,,0.6099265515772876,0,0,0.02857142857142857,,David Kamwanga,,0,1,,UT Martin,0.285714,0.0,0.777778
1 | 2,"6' 02""",2.0,Southland,Other,8.319755994202719,0,5.407841396231767,0.29119145979709515,,1,0.4230769230769231,,Brian Gordon,,1,0,0,Lamar University,1.75,0.272727,0.6
4 | 5,"6' 10""",2.0,WCC,Mid,24.78850793095249,,14.92123778368014,1.6605893662482738,1,,0.5625,,Yuto Yamanouchi-Williams,1,1,0,1,Portland,0.466667,0.355556,0.566667
2 | 3,"6' 05""",2.0,America East,Low,26.988553776305267,1,4.233498631577297,0.6112113649339723,,0,0.4171779141104294,,A.J. Lopez,0,1,1,0,Maine,0.708333,0.367647,0.8125
1,"6' 00""",1.0,America East,Low,10.663823230716194,0,8.531058584572955,0.0,,1,0.8333333333333334,,Isaac Bonilla,,1,1,0,Maine,3.0,0.2,1.0
3 | 4,"6' 08""",5.0,America East,Low,13.308490616409957,0,12.421257908649292,0.6033182412772513,0,0,0.0,,Taveion White,0,0,0,0,Binghamton,0.25,0.0,0.5
2 | 3,"6' 06""",1.0,MAC,Mid,7.509396444123818,0,10.256736606608143,0.3791329424228367,,0,0.6730769230769231,,Lloyd McVeigh,1,1,1,0,Buffalo,0.882353,0.2,1.0
3 | 4,"6' 07""",5.0,MEAC,Other,19.41141190513617,0,9.705705952568085,0.1914180896200928,0,0,0.5138888888888888,,Myles Thompson,0,1,1,0,Morgan St.,0.153846,0.243243,0.733333
1 | 2,"6' 04""",5.0,Big South,Low,14.53884100467218,1,9.021537238796583,0.5069954811885683,,0,0.07482993197278912,,Trevon Reddish-Rhone,,0,0,0,Presbyterian,1.285714,0.363636,0.532468
4 | 5,"6' 10""",4.5,Big West,Low,20.72547657457087,,11.756556887329674,1.1199029447311977,1,,0.0,,Tuukka Jaakkola,0,0,0,0,Cal Poly,0.314286,0.0,0.47541
1 | 2,"6' 02""",3.0,CUSA,Mid,20.209723820686296,0,7.8002442816683955,0.28807720358434413,,0,0.1232876712328767,,Quincy Clark,,0,1,0,Jacksonville St.,1.306452,0.296296,0.733333
1 | 2,"6' 03""",4.5,Pac-12,High,0.0,0,34.852320306729695,0.0,,0,0.0,,JD Plough,,0,0,,Southern California,0.0,0.0,0.0
4 | 5,"6' 09""",2.0,Big 12,High,22.161938411771235,,24.62437601307915,0.0,0,,0.0,,Yaya Keita,0,0,0,0,Oklahoma,0.333333,0.0,0.375
1 | 2,"6' 03""",3.0,OVC,Low,,0,,0.6361533941729764,,1,0.46078431372549017,,Koby Jeffries,,1,0,,UT Martin,1.590909,0.234043,0.692308
1,"5' 11""",4.5,WAC,Mid,24.885994446849942,1,4.042851083423276,0.25514882393160226,,0,0.5175879396984925,,Latrell Jossell,,1,1,0,SFA,0.892857,0.378641,0.911392
2 | 3,"6' 05""",1.0,Horizon,Low,24.117118077074625,1,6.231217110823109,0.21809259887880883,,0,0.7365269461077845,,David Douglas Jr.,0,1,0,0,Green Bay,0.65625,0.373984,0.690476
2 | 3,"6' 06""",4.5,AAC,Mid,15.253145007836302,1,8.694292654466693,0.6406320903291247,,0,0.32432432432432434,,Ronnie DeGray III,0,0,0,0,Wichita St.,0.294118,0.333333,0.685714
2 | 3,"6' 06""",5.0,MAAC,Low,12.721220472812156,0,10.471208688505245,0.5296181584599347,,1,0.3185840707964602,,George Tinsley,0,0,0,0,Mount St. Mary's,1.103448,0.277778,0.607143
1 | 2,"6' 02""",1.0,MAC,Mid,16.11396830714511,1,3.0403713787066247,0.10489281256537855,,1,0.7448979591836735,,Ryan Sabol,,1,1,0,Buffalo,1.571429,0.356164,0.787879
4 | 5,"6' 10""",3.0,Pac-12,High,14.656090402088996,,11.960717454578376,0.9299036668911638,0,,0.6666666666666666,,Harrison Hornery,,1,1,,Southern California,1.307692,0.288462,0.8
1 | 2,"6' 04""",4.5,OVC,Low,26.764612650001705,1,4.736124872222525,0.0726940096666713,,0,0.45161290322580644,,David Early,,1,1,0,Tennessee Tech,0.8,0.369048,0.823529
1 | 2,"6' 04""",3.0,Southland,Other,17.64641915340493,0,7.789239704432645,0.3805009129952938,,0,0.26046511627906976,,Chase Forte,,0,0,0,Northwestern St.,1.485294,0.214286,0.566667
3 | 4,"6' 08""",1.0,Southland,Other,,0,,2.276795017127854,1,0,0.16923076923076924,,KC Ugwuakazi,,0,0,,Tex. A&M-Commerce,0.4,0.090909,0.5625
1 | 2,"6' 03""",3.0,Horizon,Low,20.275691451555897,1,6.598597809677955,0.25554569699298263,,1,0.5061224489795918,,Alex Huibregtse,,1,1,0,Wright St.,2.5,0.403226,0.820513
4 | 5,"6' 09""",4.5,Big West,Low,19.05268672880559,,16.99293681217796,1.4727211903887565,1,,0.16428571428571428,,Modestas Kancleris,0,0,0,0,CSU Bakersfield,0.945946,0.391304,0.64
1 | 2,"6' 03""",3.0,CUSA,Mid,17.695200176952003,0,17.695200176952003,0.0,,0,0.5,,Ben Ponder,,1,0,0,Louisiana Tech,0.0,0.0,0.0
2 | 3,"6' 06""",4.5,SEC,High,23.026403609472194,1,8.454138523284477,0.3559637272961885,,0,0.5988372093023255,,Myles Stute,0,1,0,1,South Carolina,0.78125,0.38835,0.69697
1 | 2,"6' 02""",2.0,Patriot,Low,14.502527342967884,0,11.602021874374309,0.0,,1,0.6896551724137931,,Kyle Carlesimo,,1,0,0,Colgate,2.0,0.3,0.5
2 | 3,"6' 05""",2.0,CAA,Low,24.517193929889903,1,9.361110409594326,0.32243824744158234,,0,0.5513698630136986,,Christian May,0,1,0,0,Towson,0.54,0.347826,0.630137
