Basketball Players New2 - Person → Positionnew,Basketball Players New2 - Person → Height Ft In,Player Eligibility 2024 - Name → Eligibility Year,Basketball Conferences Tiers - Conference → Conference Name,Basketball Conferences Tiers - Conference → Conf Tier,Overall Dataset - Person → Pts/100 Poss,Dataset for conditionals - Person → 3fg% Conditional,Overall Dataset - Person → Reb/100 Poss,Overall Dataset - Person → Blk/40,Dataset for conditionals - Person → Blk/40 Conditional,Dataset for conditionals - Person → A:to Conditional,Dataset for conditionals - Person → 3fg/fga,Tv Name,Name,Dataset for conditionals - Person → Rebs/100 Conditional,Dataset for conditionals - Person → 3fga/fga Conditional,Dataset for conditionals - Person → Ft% Conditional,Dataset for conditionals - Person → Pts/100 Conditional,Basketball Teams - Team → Team Name,Assists Turnover Ratio,Three Pointers Percentage,Free Throws Percentage
1,"6' 01""",5.5,ASUN,Low,0.0,0,0.0,0.0,,0,0.6217616580310881,,Isaiah Thompson,,1,1,0,FGCU,0.977273,0.341667,0.841584
1,"6' 01""",5.5,ASUN,Low,,0,,0.8146578084638656,,0,0.6217616580310881,,Isaiah Thompson,,1,1,0,FGCU,0.977273,0.341667,0.841584
4 | 5,"6' 10""",2.0,ACC,High,20.753202950186925,,8.460921202768516,1.0200997450130342,1,,0.16483516483516483,,De'Ante Green,0,0,1,1,Florida St.,0.521739,0.133333,0.705882
1,"6' 00""",4.5,OVC,Low,26.732447686424976,0,9.58881275708722,0.9283714169361718,,0,0.3862815884476534,,KK Robinson,,0,1,0,Little Rock,1.709677,0.336449,0.825397
1 | 2,"6' 03""",1.0,WCC,Mid,20.244760836062493,1,5.889384970490909,0.0,,0,0.5180722891566265,,Cord Stansberry,,1,1,1,Pepperdine,0.958333,0.395349,0.722222
2 | 3,"6' 06""",2.0,Ivy League,Low,7.4897249773737276,0,6.553509355202012,0.6740752479636355,,1,0.717948717948718,,DJ Nix,0,1,0,0,Cornell,1.0,0.142857,0.0
4 | 5,"6' 11""",1.0,WAC,Mid,12.327605943021714,,11.379328562789276,5.547422674359772,1,,0.3333333333333333,,Jonathan Griman,1,0,0,0,California Baptist,1.0,0.333333,0.5
4 | 5,"6' 09""",4.0,Mountain West,Mid,38.07660873658791,,15.29924999686325,0.7354617038850854,0,,0.10240963855421686,,Jaedon LeDee,0,0,1,1,San Diego St.,0.629032,0.411765,0.737557
2 | 3,"6' 06""",3.0,CAA,Low,14.540843632306066,0,6.397971198214669,0.79102189359745,,0,0.3333333333333333,,Wes Peterson,0,0,0,0,Delaware,0.5,0.285714,0.125
1 | 2,"6' 03""",4.5,MAAC,Low,22.19974820845784,0,8.879899283383136,0.0,,1,0.35294117647058826,,Arion Lewis,,0,1,0,Quinnipiac,4.0,0.333333,1.0
4 | 5,"6' 10""",1.0,ASUN,Low,23.58722460721168,,23.58722460721168,2.5945947067932846,1,,0.0,,Landen Babusiak,1,0,0,0,Stetson,0.0,0.0,0.0
1 | 2,"6' 02""",,Atlantic 10,Mid,17.15592488681967,1,2.7449479818911473,0.23675176343811147,,0,0.7575757575757576,,Djordje Curcic,,1,1,0,Saint Louis,1.0,0.44,1.0
1,"6' 00""",4.5,Atlantic 10,Mid,17.738990089592335,0,5.874600614085773,0.23152837714338048,,1,0.3333333333333333,,Delonnie Hunt,,0,1,0,Richmond,2.0,0.333333,0.73913
4 | 5,"6' 10""",3.0,Atlantic 10,Mid,16.419430293596267,,25.020084256908596,2.6974778339479584,1,,0.0625,,Josaphat Bilau,0,0,0,0,Rhode Island,1.25,0.0,0.333333
2 | 3,"6' 05""",3.0,SWAC,Other,13.248665988016782,1,10.511338304542237,0.44673187794304514,,0,0.46078431372549017,,Jordan Chatman,0,1,0,0,Florida A&M,0.807692,0.361702,0.689655
1,"6' 00""",3.0,OVC,Low,28.00120788563387,0,15.077573476879774,0.24706948134382825,,0,0.2898172323759791,,Damarco Minor,,0,1,1,SIUE,1.722222,0.324324,0.859649
4 | 5,"6' 11""",2.0,OVC,Low,18.18804423412183,,12.574450334701512,3.940742917393063,1,,0.0,,Arnas Sakenis,0,0,0,0,SIUE,0.7,0.0,0.454545
3 | 4,"6' 07""",2.0,Atlantic 10,Mid,25.079374914031874,0,11.045320557993312,0.45480731709384226,0,0,0.20588235294117646,,Josh Rivera,1,0,0,1,Fordham,0.740741,0.257143,0.459459
1,"6' 01""",3.0,OVC,Low,,0,,0.21678258591557253,,0,0.49640287769784175,,Justus Jackson,,1,1,,UT Martin,1.6,0.347826,0.916667
1,"6' 00""",5.0,SWAC,Other,25.047479718929328,0,7.882589205663054,0.2652086087886635,,0,0.10545454545454545,,Javontae Hopkins,,0,0,0,Prairie View,0.724138,0.241379,0.617834
2 | 3,"6' 05""",4.5,Horizon,Low,16.418711661221337,0,9.505569909128143,0.3110913788441938,,1,0.44696969696969696,,Clarence Cummings III,0,1,1,0,Green Bay,1.138889,0.169492,0.738095
4 | 5,"6' 09""",1.0,SEC,High,15.004032202369103,,10.502822541658373,1.750470423609729,1,,0.3684210526315789,,Dylan James,1,0,0,1,Georgia,0.833333,0.571429,0.333333
1 | 2,"6' 04""",4.5,OVC,Low,19.735917860885678,0,9.14084616714705,0.3427817312680144,,0,0.08666666666666667,,Diante Wood,,0,1,0,Tennessee Tech,1.375,0.153846,0.764706
2 | 3,"6' 05""",1.0,AAC,Mid,19.3220782606178,0,7.7288313042471195,0.0,,1,0.76,,Nazar Mahmoud,1,1,0,1,UTSA,1.0,0.210526,0.583333
1 | 2,"6' 02""",4.5,Big West,Low,16.749817652554647,0,9.74224087954709,0.5059128597098138,,1,0.3655913978494624,,Jordan Brinson,,0,0,0,CSUN,2.444444,0.205882,0.647059
2 | 3,"6' 05""",5.0,NEC,Low,11.658293014717609,1,6.7183383474643845,0.19858617762357958,,1,0.8867924528301887,,Jordan McKoy,0,1,1,0,Merrimack,1.2,0.340426,0.8
1 | 2,"6' 04""",1.0,Southland,Other,34.01581158699616,0,6.053661384126435,0.7956240676280457,,0,0.3211009174311927,,Ryan Forrest,,0,0,0,Northwestern St.,0.4,0.228571,0.619048
2 | 3,"6' 06""",4.5,Big South,Low,17.784595641363836,0,10.498395664946052,0.7458561696290031,,1,0.48148148148148145,,Kobe Stewart,0,1,0,0,Presbyterian,1.826087,0.32967,0.658537
2 | 3,"6' 05""",3.0,Big West,Low,30.565965092052192,1,5.845284161029902,0.1583097793612265,,1,0.6407766990291263,,Tyler McGhie,0,1,0,0,UC San Diego,3.833333,0.409091,0.565217
1 | 2,"6' 02""",4.5,Southland,Other,,0,,0.0,,0,0.3827893175074184,,Kalen Williams,,0,1,,Tex. A&M-Commerce,1.473684,0.317829,0.767857
1,"6' 00""",3.0,Southland,Other,,0,,0.6146832460397751,,1,0.45569620253164556,,"James ""Pop"" Weathers",,1,1,,Tex. A&M-Commerce,2.5,0.194444,0.727273
1 | 2,"6' 02""",5.0,ASUN,Low,17.453584057656318,0,6.2947352339088365,0.13161719125445748,,0,0.8441558441558441,,Collin Cooper,,1,1,0,Eastern Ky.,1.142857,0.346154,0.967742
2 | 3,"6' 05""",3.0,CUSA,Mid,20.527444131931045,1,3.9224415538721744,0.46415558387487393,,1,0.7910447761194029,,Jaidon Lipscomb,0,1,0,1,FIU,1.761905,0.358491,0.555556
3 | 4,"6' 07""",3.0,AAC,Mid,16.88472062834078,1,6.271467661955146,0.34734282435443886,0,0,0.6875,,Jonathan Pierre,0,1,0,0,Memphis,0.5,0.363636,0.428571
1 | 2,"6' 02""",1.0,AAC,Mid,0.0,0,8.403067501977793,0.0,,0,,,Evan Montanari,,,0,0,East Carolina,0.0,0.0,0.0
4 | 5,"6' 10""",1.0,AAC,Mid,8.383510587251267,,12.575265880876898,0.6811602352141655,0,,0.0,,Callum Richard,1,0,0,0,East Carolina,0.0,0.0,0.5
1,"6' 00""",2.0,Patriot,Low,16.55743211282085,0,0.0,0.0,,0,0.0,,Cam Cormany,,0,0,0,Navy,0.0,0.0,0.5
2 | 3,"6' 06""",5.0,Patriot,Low,22.641595704521283,1,9.28885977621386,0.047895683221102714,,1,0.6475409836065574,,Ryan Moffatt,0,1,1,0,Colgate,2.25,0.392405,0.723404
2 | 3,"6' 06""",2.0,CAA,Low,18.299968829962765,1,7.511777598325327,0.5801649506791688,,1,0.24725274725274726,,Rashad King,0,0,1,0,Northeastern,2.030303,0.333333,0.842105
3 | 4,"6' 08""",3.0,Big South,Low,26.458158398442773,0,14.494469383494737,0.3853688288468839,0,0,0.0,,Elijah Tucker,1,0,1,1,Longwood,0.216216,0.0,0.702703
3 | 4,"6' 07""",2.0,CAA,Low,29.115247842980597,0,16.372500113294127,0.16218042565055507,0,0,0.33548387096774196,,Kyrese Mullen,1,0,0,1,Hampton,0.578125,0.307692,0.548077
4 | 5,"6' 11""",5.0,SWAC,Other,11.32451535654636,,14.964538149721974,1.5773432103761,1,,0.0,,Jonathan Aku,0,0,0,0,Grambling,0.264706,0.0,0.378378
4 | 5,"6' 11""",2.0,Atlantic 10,Mid,15.244535046334876,,13.066744325429895,1.4591197830063383,1,,0.2923076923076923,,Mike Walz,1,0,1,0,Richmond,1.428571,0.315789,0.714286
4 | 5,"6' 10""",1.0,CAA,Low,5.202028594973137,,15.606085784919411,2.7466710981458164,1,,0.0,,Tai Hamilton,1,0,0,0,William & Mary,0.352941,0.0,0.263158
2 | 3,"6' 05""",3.0,Southland,Other,,0,,0.755822192829137,,0,0.35802469135802467,,Dylan Hayman,,0,1,,UIW,0.967742,0.293103,0.868421
3 | 4,"6' 07""",5.0,MAC,Mid,27.317182642133147,1,15.882082931472764,1.6199724590102216,1,0,0.08298755186721991,,Chris Payton Jr.,0,0,1,0,Kent St.,0.769231,0.35,0.678082
3 | 4,"6' 08""",2.0,MEAC,Other,,0,,0.804514215075639,0,0,0.047619047619047616,,Victory Naboya,,0,1,,UMES,0.666667,0.0,0.9
2 | 3,"6' 06""",2.0,MEAC,Other,,0,,0.6308219623416572,,0,0.0787037037037037,,Devon Ellis,,0,0,,UMES,0.472222,0.235294,0.697674
1 | 2,"6' 04""",3.0,Horizon,Low,9.02085981820189,0,4.510429909100945,6.134184676377286,,0,0.3333333333333333,,Jonathan Ammori,,0,0,0,Detroit Mercy,0.0,0.0,0.0
2 | 3,"6' 06""",3.0,Big Ten,High,24.726192192276905,1,12.26676028240231,0.9864787326581124,,1,0.27531645569620256,,Brooks Barnhizer,0,0,1,0,Northwestern,1.780488,0.356322,0.715596
1 | 2,"6' 02""",2.0,ACC,High,0.0,0,8.432147562582346,0.0,,0,0.0,,Jordan Snell,,0,0,0,NC State,0.0,0.0,0.0
1,"5' 10""",3.0,Summit League,Mid,41.141728044570776,0,10.971127478552205,0.0,,0,0.75,,Elijah Lawrence,,1,0,1,Oral Roberts,1.5,0.333333,0.0
2 | 3,"6' 06""",3.0,Pac-12,High,20.08518011361252,0,9.605955706510334,0.43663435029592434,,1,0.44329896907216493,,Jamiya Neal,0,1,0,0,Arizona St.,1.677419,0.286822,0.684211
1,"6' 00""",1.0,OVC,Low,0.0,0,0.0,0.0,,0,,,Marcus Golden,,,0,0,Little Rock,0.0,0.0,0.0
1,"6' 01""",3.0,OVC,Low,21.491218846182786,1,7.286406389630465,0.26128022912311266,,0,0.4789272030651341,,Bradley Douglas,,1,0,0,Little Rock,1.574468,0.376,0.6875
1,"6' 00""",,Patriot,Low,0.0,0,10.18589308353388,0.0,,0,0.0,,Zach Lezanic,,0,0,0,Army West Point,0.0,0.0,0.0
1,"6' 01""",,Patriot,Low,0.0,0,0.0,0.0,,0,0.2,,Zach Rocco,,0,0,0,Army West Point,0.0,0.0,0.0
1 | 2,"6' 02""",1.0,Patriot,Low,20.978754243429833,1,3.1208064163779925,0.11442956860052637,,1,0.3783783783783784,,A.J. Wills,,0,1,0,Holy Cross,2.1,0.357143,0.8
4 | 5,"6' 09""",4.5,SWAC,Other,20.30525884314209,,12.14520155103826,0.531352567857924,0,,0.17105263157894737,,Jaronn Wilkens,0,0,0,0,Southern U.,0.466667,0.230769,0.642857
4 | 5,"6' 10""",2.0,MVC,Mid,31.844622745123264,,13.415694726326873,0.9885248745714538,0,,0.36713286713286714,,Robbie Avila,1,0,1,1,Indiana St.,1.980769,0.409524,0.813559
3 | 4,"6' 08""",2.0,Summit League,Mid,29.48207285910736,0,7.252589923340411,1.0271554184113005,1,0,0.40476190476190477,,B.J. Omot,0,1,1,1,North Dakota,0.975,0.282353,0.7
1 | 2,"6' 02""",1.0,Big South,Low,14.684725867279026,0,5.506772200229635,0.38547405401607443,,0,0.42105263157894735,,Kyle Burns,,1,0,0,Radford,0.5,0.25,0.0
3 | 4,"6' 08""",4.5,Pac-12,High,18.41729174042949,1,9.992360412360682,0.47414729799829114,0,1,0.6106870229007634,,Andrej Jakimovski,0,1,0,1,Washington St.,1.517241,0.3375,0.571429
4 | 5,"6' 11""",1.0,Pac-12,High,21.788512243440902,,21.633983787813662,3.7735848864172112,1,,0.0,,Rueben Chinyelu,1,0,0,1,Washington St.,0.142857,0.0,0.428571
1,"5' 08""",4.5,ACC,High,9.782183925580823,0,9.782183925580823,0.0,,0,0.6666666666666666,,Spencer Hubbard,,1,0,0,Duke,0.0,0.0,0.0
2 | 3,"6' 06""",3.0,Big Sky,Low,16.47909722790852,0,9.826984585450035,0.09675800207212341,,0,0.2459016393442623,,Isaiah Griffin,1,0,1,0,Idaho St.,0.461538,0.244444,0.732143
1 | 2,"6' 02""",2.0,ACC,High,31.293461402310914,1,20.862307601540607,0.0,,0,0.6666666666666666,,Thomas Hattan,,1,0,1,Notre Dame,0.0,0.5,0.0
1 | 2,"6' 04""",2.0,Big East,High,24.410496460588647,1,5.3356276416587205,0.0867039491769542,,0,0.9,,Brendan Hausen,,1,1,1,Villanova,0.785714,0.420635,0.833333
1 | 2,"6' 02""",1.0,Ivy League,Low,12.517863147184322,0,0.0,0.0,,0,0.0,,Payton Pitts,,0,0,0,Harvard,0.0,0.0,0.0
1 | 2,"6' 02""",2.0,CAA,Low,28.060077446029595,0,5.858697488731455,0.0,,0,0.41975308641975306,,Trey Thomas,,1,1,1,Hampton,0.722222,0.323529,0.88
1 | 2,"6' 02""",2.0,CAA,Low,28.060077446029595,0,5.858697488731455,0.0,,0,0.41975308641975306,,Trey Thomas,,1,1,1,Hampton,0.722222,0.323529,0.88
1 | 2,"6' 02""",2.0,CAA,Low,20.802022805955623,0,4.70827676678008,0.11813494433011835,,0,0.41975308641975306,,Trey Thomas,,1,1,1,Hampton,0.722222,0.323529,0.88
1 | 2,"6' 02""",2.0,CAA,Low,20.802022805955623,0,4.70827676678008,0.11813494433011835,,0,0.41975308641975306,,Trey Thomas,,1,1,1,Hampton,0.722222,0.323529,0.88
1,"6' 00""",3.0,Patriot,Low,27.7942334517504,0,3.854674712286552,0.0,,0,,,Isaiah Thompson,,,0,0,Lafayette,0.0,0.0,0.0
1,"6' 00""",3.0,Patriot,Low,0.0,0,0.0,0.0,,0,,,Isaiah Thompson,,,0,0,Lafayette,0.0,0.0,0.0
1,"6' 00""",3.0,Patriot,Low,,0,,0.8146578084638656,,0,,,Isaiah Thompson,,,0,0,Lafayette,0.0,0.0,0.0
4 | 5,"7' 00""",3.0,Mountain West,Mid,11.102364157048664,,9.14312342345184,0.47674857850856023,0,,0.1,,Sebastian Forsling,0,0,0,0,New Mexico,2.666667,0.0,0.428571
1,"6' 01""",,NEC,Low,26.917124977343715,1,7.690607136383918,0.0,,0,0.3333333333333333,,Kaelin Thomas,,0,0,1,Le Moyne,0.0,0.5,0.0
1,"6' 01""",3.0,Ivy League,Low,8.35922110113769,0,7.058897818738493,0.25263423772327237,,1,0.35714285714285715,,Denham Wojcik,,0,1,0,Harvard,2.263158,0.266667,0.733333
1,"5' 11""",1.0,Ivy League,Low,14.894905620760523,0,5.106824784260751,0.5787734755495518,,0,0.6285714285714286,,Xavier Nesbitt,,1,1,0,Harvard,1.0,0.318182,0.8
1 | 2,"6' 02""",3.0,Big East,High,0.0,0,0.0,0.0,,0,,,Kieran O'Haire,,,0,0,Providence,0.0,0.0,0.0
3 | 4,"6' 07""",,America East,Low,,0,,1.2768280902179847,1,0,0.3869047619047619,,Aaron  Reddish,,0,0,,UAlbany,0.68,0.276923,0.648148
1 | 2,"6' 04""",1.0,Ivy League,Low,55.91147128597551,1,13.977867821493877,0.0,,0,0.6666666666666666,,Luke Paragon,,1,0,1,Brown,0.0,1.0,0.0
3 | 4,"6' 08""",5.0,MEAC,Other,13.100592066433384,0,15.239464240544956,2.239131807273053,1,0,0.0,,Emmanuel Izunabor,0,0,0,0,N.C. Central,0.666667,0.0,0.634146
3 | 4,"6' 08""",5.0,MAAC,Low,21.2465957159137,1,14.808233377758032,0.444247001332741,0,1,0.36666666666666664,,Alexis Yetna,1,0,0,0,Fairfield,1.5,0.454545,0.5
3 | 4,"6' 07""",5.0,SoCon,Other,18.918037980907197,1,7.567215192362879,0.2589406448636673,0,0,0.5673076923076923,,Nathan Johnson,0,1,1,0,Samford,0.857143,0.40678,0.678571
1 | 2,"6' 02""",1.0,SEC,High,35.83332644022937,1,6.873400212320211,0.13196928407654807,,1,0.3951890034364261,,Rob Dillingham,,0,1,1,Kentucky,2.020408,0.452174,0.743243
3 | 4,"6' 08""",,SEC,High,22.472172472431808,1,8.755391872376029,0.42025880987404934,0,1,0.3611111111111111,,Justin  Edwards,1,0,1,1,Kentucky,1.0,0.353846,0.761905
1,"5' 10""",5.0,SEC,High,20.657386674810812,1,2.4676059167862747,0.14171108264972607,,0,0.6403162055335968,,Nick Honor,,1,1,1,Missouri,1.205128,0.395062,0.847826
1,"5' 10""",1.0,SoCon,Other,8.454194196665615,0,4.428387436348656,0.17713549745394624,,0,0.2692307692307692,,Anthony Benard,,0,0,0,Mercer,1.341463,0.238095,0.666667
2 | 3,"6' 06""",2.0,MAAC,Low,18.259205115078707,0,14.109385770742636,1.8496337649040768,,1,0.2814814814814815,,Jaden Daughtry,1,0,0,0,Marist,1.0,0.263158,0.590909
2 | 3,"6' 06""",2.0,MAAC,Low,35.75578732893917,0,19.41028454999555,0.0,,1,0.2814814814814815,,Jaden Daughtry,1,0,0,0,Marist,1.0,0.263158,0.590909
1 | 2,"6' 02""",2.0,Big 12,High,29.517665882857276,0,5.972178911182752,0.13591855453036608,,0,0.5291005291005291,,Pop Isaacs,,1,1,1,Texas Tech,1.42029,0.295,0.835938
1 | 2,"6' 02""",3.0,Atlantic 10,Mid,21.820585642057022,0,9.729834909245099,0.14594752363867647,,1,0.1638655462184874,,Lynn Greer III,,0,1,0,Saint Joseph's,1.640625,0.282051,0.780952
3 | 4,"6' 08""",4.5,WAC,Mid,,0,,0.6293395879499067,0,1,0.20555555555555555,,Daylen Williams,,0,1,,UTRGV,1.061538,0.27027,0.784
3 | 4,"6' 07""",1.0,Southland,Other,11.037162051783085,0,10.30135124833088,2.2515810585637492,1,0,0.2222222222222222,,Porter Bazil,0,0,0,0,Houston Christian,0.555556,0.25,0.5
3 | 4,"6' 07""",3.0,ACC,High,21.047706563314758,1,7.015902187771586,0.0,0,0,0.3333333333333333,,Thomas Crowe,1,0,0,1,Notre Dame,0.0,1.0,0.0
1 | 2,"6' 04""",5.0,Big East,High,2.7023146421035995,0,8.106943926310798,0.0,,0,1.0,,Chris Arcidiacono,,1,0,0,Villanova,1.0,0.0,0.5
1,"6' 01""",3.0,Big East,High,0.0,0,40.709006374063556,0.0,,0,,,Collin O'Toole,,,0,0,Villanova,0.0,0.0,0.0
2 | 3,"6' 06""",1.0,Big Ten,High,24.360121242146505,0,12.572965802398194,1.2101479584808263,,0,0.17647058823529413,,Devin Royal,1,0,0,1,Ohio St.,0.6,0.166667,0.612903
1 | 2,"6' 02""",1.0,Sun Belt,Mid,18.169097242642803,0,8.884448431424454,0.16088055267714552,,0,0.13170731707317074,,Kaden Gumbs,,0,1,1,Texas St.,1.42623,0.259259,0.746667
1,"5' 11""",1.0,SWAC,Other,,0,,0.0,,0,0.5,,Kevin Firle,,1,1,,Alcorn,0.0,0.0,0.75
1,"6' 00""",2.0,WCC,Mid,16.540259771084287,0,4.301950971851519,0.051178382251337036,,0,0.8375634517766497,,Juan Sebastian Gorosito,,1,1,0,Portland,1.431373,0.345455,0.789474
1 | 2,"6' 04""",1.0,Patriot,Low,17.105931851315503,0,9.347503743888256,0.5973054892344595,,0,0.48175182481751827,,Joshua Ingram,,1,1,0,Lehigh,1.147059,0.318182,0.809524
1 | 2,"6' 02""",1.0,MAC,Mid,20.58655401478941,1,2.1670056857673066,0.0,,0,0.5,,Nasir Muhammad,,1,0,1,NIU,0.428571,0.571429,0.5
1 | 2,"6' 02""",1.0,MAC,Mid,,1,,5.117270570692087,,0,0.5,,Nasir Muhammad,,1,0,1,NIU,0.428571,0.571429,0.5
1,"5' 09""",4.5,Horizon,Low,18.39130384073574,0,4.505500137690281,0.0,,1,0.3905579399141631,,Bryson Langdon,,0,1,0,Youngstown St.,2.55814,0.296703,0.73913
3 | 4,"6' 08""",1.0,MVC,Mid,14.274732534582341,0,11.419786027665873,1.5099494858802656,1,0,0.3508771929824561,,Tyler Bey,1,0,0,0,Missouri St.,0.214286,0.15,0.5
2 | 3,"6' 06""",5.0,Pac-12,High,13.45429562441345,0,7.094083147418003,0.34736545066667457,,1,0.35658914728682173,,Paul Mulcahy,0,0,1,0,Washington,1.957447,0.304348,0.756098
3 | 4,"6' 07""",4.5,Big Ten,High,19.8803734955047,0,8.261973400729223,0.614484271679236,0,0,0.32666666666666666,,Mawot Mag,0,0,1,1,Rutgers,0.807692,0.244898,0.702703
3 | 4,"6' 07""",2.0,MVC,Mid,29.086635905443817,1,10.235386354254171,0.7819057803534675,0,1,0.47648902821316613,,Cade Tyson,1,1,1,1,Belmont,1.184211,0.460526,0.881579
3 | 4,"6' 07""",2.0,MVC,Mid,,1,,0.0,0,1,0.47648902821316613,,Cade Tyson,1,1,1,1,Belmont,1.184211,0.460526,0.881579
1,"6' 00""",3.0,Sun Belt,Mid,41.04981090480625,1,12.162906934757407,2.128508713582546,,0,0.6,,Braydon Whitaker,,1,0,1,Troy,1.5,0.416667,0.0
1,"5' 11""",3.0,CUSA,Mid,,0,,0.0,,0,0.8,,Tyler Olden,,1,0,,Western Ky.,0.0,0.25,0.0
1,"6' 00""",3.0,MVC,Mid,,0,,0.28123791028533157,,1,0.8095238095238095,,Yusef Salih,,1,1,,UIC,2.0,0.294118,1.0
1,"5' 11""",2.0,MVC,Mid,,0,,1.1439466376348264,,0,0.4,,Ethyn Brown,,1,0,,UIC,1.666667,0.0,0.5
4 | 5,"6' 10""",1.0,ACC,High,0.0,,0.0,0.0,0,,,,Waka Mbatch,0,,0,0,Florida St.,0.0,0.0,0.0
1,"5' 11""",1.0,Mountain West,Mid,21.90880862081385,0,0.0,0.0,,0,0.5,,Luke Murphy,,1,0,1,Colorado St.,0.0,0.0,0.0
1 | 2,"6' 04""",1.0,Mountain West,Mid,5.655335662759967,0,9.425559437933277,0.6315124823415296,,1,0.4,,Amire Robinson,,1,0,0,Nevada,3.0,0.0,0.0
2 | 3,"6' 05""",5.5,Big East,High,27.063554962057662,0,8.1190664886173,0.262434472359347,,1,0.5279187817258884,,Justin Moore,0,1,1,1,Villanova,2.090909,0.278846,0.875
2 | 3,"6' 05""",5.5,Big East,High,21.067133233021355,0,6.82731169588655,0.5071717259801437,,1,0.5279187817258884,,Justin Moore,0,1,1,1,Villanova,2.090909,0.278846,0.875
3 | 4,"6' 08""",2.0,MAAC,Low,13.991934990551101,1,6.18874047658991,0.5489143727062354,0,1,0.4594594594594595,,Aime Rutayisire,0,1,1,0,Niagara,2.4,0.411765,1.0
1 | 2,"6' 04""",1.0,MAAC,Low,17.43421667608279,1,4.358554169020698,0.0,,1,0.8888888888888888,,Patrick Haigh,,1,0,0,Mount St. Mary's,2.0,0.5,0.0
4 | 5,"6' 09""",1.0,ASUN,Low,27.075987462811824,,7.131903457570481,0.5661342833133383,0,,0.553623188405797,,Tucker Anderson,0,1,1,1,Central Ark.,1.30303,0.382199,0.795455
4 | 5,"6' 09""",2.0,CAA,Low,0.0,,11.4889701394474,0.0,0,,0.0,,Houston Emory,0,0,0,0,Delaware,0.0,0.0,0.0
3 | 4,"6' 07""",5.0,ACC,High,34.58922935350621,1,9.070365427338224,0.13402480258305732,0,0,0.6081081081081081,,Blake Hinson,0,1,1,1,Pittsburgh,0.567568,0.422222,0.672131
1 | 2,"6' 02""",1.0,Atlantic 10,Mid,0.0,0,30.98693928397426,0.0,,0,,,Seamus McDermott,,,0,0,Duquesne,0.0,0.0,0.0
1,"5' 11""",3.0,Sun Belt,Mid,23.652139910955114,1,3.989517575341826,0.5898786700683987,,0,0.7592592592592593,,Zane Butler,,1,1,0,Arkansas St.,0.777778,0.414634,0.869565
1 | 2,"6' 03""",2.0,Big East,High,15.222879763605317,1,5.03129076932718,0.0,,1,0.4731182795698925,,Landon Moore,,1,1,1,Butler,1.541667,0.386364,0.757576
2 | 3,"6' 06""",1.0,ASUN,Low,44.38198163799363,1,0.0,1.95280719207172,,0,0.4166666666666667,,Jackson Huxtable,0,1,0,1,Stetson,0.0,0.6,0.0
1 | 2,"6' 04""",5.0,SEC,High,25.13447987971511,1,6.544712212446593,0.10025942112684143,,1,0.23507462686567165,,Zyon Pullin,,0,1,1,Florida,4.103448,0.396825,0.857143
1 | 2,"6' 03""",4.5,ACC,High,0.0,0,5.266102435913883,0.0,,0,,,Aidan McCool,,,0,0,Louisville,0.0,0.0,0.0
1 | 2,"6' 04""",3.0,SoCon,Other,18.119271272892153,0,7.51097997209632,0.2748863804220818,,1,0.37168141592920356,,Carter Whitt,,0,1,0,Furman,1.836066,0.238095,0.833333
4 | 5,"6' 09""",3.0,WAC,Mid,26.13817473501274,,14.985886848073969,0.9897655499658157,0,,0.21052631578947367,,Jalil Beaubrun,1,0,0,1,SFA,0.418182,0.375,0.611111
1,"6' 01""",4.5,WAC,Mid,20.223220170634924,0,6.5045444993270225,0.08396775626403975,,0,0.3208955223880597,,AJ Cajuste,,0,1,0,SFA,1.244898,0.232558,0.782051
2 | 3,"6' 06""",4.5,Sun Belt,Mid,24.777433196178954,0,12.448565470544015,0.8259144398726318,,1,0.26380368098159507,,Freddy Hicks,1,0,1,0,Arkansas St.,1.02381,0.27907,0.714286
1,"5' 11""",4.5,Southland,Other,24.367900904255613,1,4.966705916790953,0.10864669192980209,,1,0.5210084033613446,,Chris Pryor,,1,1,0,Lamar University,2.794118,0.395161,0.808824
1,"6' 01""",2.0,Big Ten,High,27.45210078101999,0,6.863025195254997,0.0,,0,0.4,,Ben Murphy,,1,1,1,Maryland,0.0,0.0,1.0
4 | 5,"6' 10""",5.0,America East,Low,13.212045834539387,,14.846525731595804,2.8766846188192976,1,,0.0,,Adam Cisse,0,0,0,0,Maine,0.708333,0.0,0.612903
1 | 2,"6' 04""",2.0,Southland,Other,,1,,0.05726693544845552,,0,0.6748768472906403,,DJ Richards,,1,1,,McNeese,1.0,0.459854,0.830189
1,"5' 09""",3.0,Big West,Low,20.66421494635483,0,6.457567170735883,0.0,,0,0.7575757575757576,,"Michael Pearson, Jr.",,1,1,0,UC San Diego,0.5,0.32,0.8
1,"6' 01""",1.0,CAA,Low,24.040175874202163,0,3.3859402639721354,0.0,,1,0.4849624060150376,,Dylan Williamson,,1,0,0,Towson,2.046512,0.310078,0.592593
3 | 4,"6' 08""",4.5,Sun Belt,Mid,22.768670309653913,1,6.952848987176195,0.715150181538123,0,1,0.5,,Julien Wooden,0,1,1,0,James Madison,1.266667,0.411765,0.808511
1 | 2,"6' 03""",1.0,Patriot,Low,12.511307732578008,0,9.567470619030239,0.7175602964272679,,0,0.5142857142857142,,Nyles Howard,,1,1,0,Navy,0.666667,0.277778,0.9
